Document Date,Document Number,Document Type,Item Number,U Of M,TRX QTY,Unit Cost,Extended Cost,TRX Location,Document Status
04/11/2025,ASM015578,Bill of Materials,AC-B3SLJ,BAG,480,12.993,6236.87,1,Posted
04/11/2025,ASM015583,Bill of Materials,A-61220,BOX,-2000,3.568,7136,1,Posted
04/10/2025,ASM015584,Bill of Materials,AC-B6SLJ,BAG,100,21.418,2141.8,3,Posted
04/11/2025,ASM015585,Bill of Materials,A-61220,BOX,4000,3.593,14372,1,Posted
04/30/2025,ASM015586,Bill of Materials,T-32224,CASE,1060,14.246,15100.76,L,Posted
05/05/2025,ASM015587,Bill of Materials,T-32224,CASE,3398,13.532,45982.54,2,Posted
04/25/2025,ASM015589,Bill of Materials,A-61220,BOX,1920,3.453,6629.76,3,Posted
04/11/2025,ASM015592,Bill of Materials,AC-B6SLJ,BAG,-100,21.567,2156.73,3,Posted
04/17/2025,ASM015594,Bill of Materials,AC-B16BK,BAG,800,22.408,17926.1,1,Posted
04/11/2025,ASM015596,Bill of Materials,AC-B3SLJ,BAG,300,13.127,3938.23,1,Posted
04/15/2025,ASM015597,Bill of Materials,A-61220,BOX,-1280,3.593,4599.04,1,Posted
05/23/2025,ASM015600,Bill of Materials,T-32224,CASE,3631,14.229,51663.86,L,Posted
05/28/2025,ASM015601,Bill of Materials,F-04220,CASE,1391,9.028,12558.43,L,Posted
05/28/2025,ASM015601,Bill of Materials,F-04211,EACH,-33384,0.295,9848.28,L,Posted
04/16/2025,ASM015605,Bill of Materials,A-61220,BOX,-2720,3.593,9772.96,1,Posted
04/21/2025,ASM015606,Bill of Materials,AC-B6SLJ,BAG,-499,22.295,11124.98,2,Posted
04/17/2025,ASM015611,Bill of Materials,AC-B16BK,BAG,800,22.52,18016,1,Posted
04/18/2025,ASM015617,Bill of Materials,AC-B6SLJ,BAG,250,21.418,5354.5,3,Posted
04/18/2025,ASM015618,Bill of Materials,A-61243,BOX,1431,7.633,10922.48,1,Posted
04/28/2025,ASM015619,Bill of Materials,A-61243,BOX,1834,7.367,13511.63,1,Posted
04/21/2025,ASM015623,Bill of Materials,AC-B6SLJ,BAG,-200,21.418,4283.6,3,Posted
04/23/2025,ASM015624,Bill of Materials,A-61220,BOX,-240,3.463,831.05,3,Posted
04/21/2025,ASM015625,Bill of Materials,A-61012,BOX,-320,12.499,3999.68,3,Posted
05/19/2025,ASM015626,Bill of Materials,AC-B4BK,BAG,2000,6.849,13697,3,Posted
04/28/2025,ASM015628,Bill of Materials,AC-B16BK,BAG,1600,21.829,34926.86,1,Posted
04/24/2025,ASM015634,Bill of Materials,A-61260N,BOX,720,10.837,7802.82,IF,Posted
04/25/2025,ASM015635,Bill of Materials,AC-B4BK,BAG,1360,6.939,9436.36,1,Posted
04/21/2025,ASM015636,Bill of Materials,A-61260N,BOX,1800,10.73,19314,IF,Posted
04/23/2025,ASM015638,Bill of Materials,A-61260N,BOX,1800,11.27,20286,IF,Posted
04/29/2025,ASM015640,Bill of Materials,AC-B4BK,BAG,1360,6.761,9194.96,1,Posted
05/22/2025,ASM015641,Bill of Materials,AC-B6SLJ,BAG,100,22.682,2268.22,3,Posted
04/28/2025,ASM015643,Bill of Materials,AC-B6SLJ,BAG,-240,21.44,5145.53,3,Posted
04/24/2025,ASM015645,Bill of Materials,A-61260N,BOX,360,11.27,4057.2,IF,Posted
04/24/2025,ASM015647,Bill of Materials,A-61260N,BOX,864,11.469,9909.45,IF,Posted
05/01/2025,ASM015648,Bill of Materials,A-61260N,BOX,3450,11.337,39114.2,IF,Posted
05/01/2025,ASM015649,Bill of Materials,A-61260N,BOX,150,11.27,1690.5,IF,Posted
05/02/2025,ASM015653,Bill of Materials,AC-B8BK,BAG,1600,12.759,20414.98,1,Posted
05/01/2025,ASM015654,Bill of Materials,AC-B4BK,BAG,1360,7.066,9609.76,1,Posted
04/30/2025,ASM015655,Bill of Materials,A-61260N,BOX,3782,9.82,37138.61,1,Posted
05/01/2025,ASM015657,Bill of Materials,AC-B8BK,BAG,480,12.541,6019.68,2,Posted
05/01/2025,ASM015662,Bill of Materials,A-61260N,BOX,480,9.482,4551.36,3,Posted
05/02/2025,ASM015666,Bill of Materials,A-61243,BOX,1078,7.078,7630.51,1,Posted
05/06/2025,ASM015667,Bill of Materials,AC-B8BK,BAG,800,13.006,10404.8,1,Posted
05/09/2025,ASM015680,Bill of Materials,AC-B4BK,BAG,1360,7.066,9609.76,1,Posted
05/09/2025,ASM015681,Bill of Materials,AC-B8BK,BAG,500,12.571,6285.5,3,Posted
05/12/2025,ASM015683,Bill of Materials,AC-B8BK,BAG,500,12.561,6280.6,3,Posted
06/02/2025,ASM015684,Bill of Materials,AC-B16BK,BAG,1500,22.079,33118.42,3,Posted
05/23/2025,ASM015686,Bill of Materials,T-32224,CASE,4322,13.524,58448.89,2,Posted
05/16/2025,ASM015687,Bill of Materials,F-04220,CASE,4025,8.796,35401.9,2,Posted
05/16/2025,ASM015687,Bill of Materials,F-04211,EACH,-96600,0.289,27955.65,2,Posted
05/13/2025,ASM015688,Bill of Materials,A-61012,BOX,1200,12.453,14943.6,1,Posted
05/14/2025,ASM015696,Bill of Materials,AC-B16BK,BAG,800,22.914,18331.39,1,Posted
05/30/2025,ASM015698,Bill of Materials,AC-B6SLJ,BAG,-200,21.442,4288.4,3,Posted
05/19/2025,ASM015701,Bill of Materials,AC-B8BK,BAG,500,12.571,6285.5,3,Posted
05/13/2025,ASM015704,Bill of Materials,A-61243,BOX,3788,7.227,27375.83,1,Posted
05/16/2025,ASM015707,Bill of Materials,AC-B6SLJ,BAG,-100,21.847,2184.7,2,Posted
05/14/2025,ASM015708,Bill of Materials,A-61012,BOX,656,12.453,8169.17,1,Posted
05/15/2025,ASM015709,Bill of Materials,A-61243,BOX,480,7.181,3446.67,3,Posted
05/16/2025,ASM015713,Bill of Materials,AC-B4BK,BAG,798,6.939,5536.93,2,Posted
05/16/2025,ASM015715,Bill of Materials,A-61260N,BOX,1800,9.698,17456.4,1,Posted
06/11/2025,ASM015718,Bill of Materials,AC-B8BK,BAG,500,12.421,6210.5,3,Posted
05/21/2025,ASM015723,Bill of Materials,A-61260N,BOX,2526,9.736,24592.31,1,Posted
06/13/2025,ASM015724,Bill of Materials,AC-B8BK,BAG,100,12.421,1242.1,3,Posted
06/02/2025,ASM015725,Bill of Materials,A-61243,BOX,3560,7.999,28478.19,IF,Posted
06/02/2025,ASM015726,Bill of Materials,A-61243,BOX,760,7.997,6077.72,IF,Posted
05/22/2025,ASM015727,Bill of Materials,AC-B16BK,BAG,382,22.518,8601.87,2,Posted
06/05/2025,ASM015728,Bill of Materials,AC-B6SLJ,BAG,307,22.627,6946.51,3,Posted
05/22/2025,ASM015731,Bill of Materials,A-61012,BOX,1080,12.399,13391.23,1,Posted
05/23/2025,ASM015735,Bill of Materials,A-61280,BAG,2307,11.998,27680.02,U,Posted
05/23/2025,ASM015736,Bill of Materials,A-61012,BOX,1080,11.975,12932.64,1,Posted
05/29/2025,ASM015738,Bill of Materials,AC-B16BK,BAG,800,24.029,19222.84,1,Posted
05/28/2025,ASM015741,Bill of Materials,A-61012,BOX,829,11.977,9928.94,1,Posted
06/03/2025,ASM015748,Bill of Materials,A-61220,BOX,1920,3.573,6860.16,3,Posted
06/02/2025,ASM015763,Bill of Materials,A-61260N,BOX,2445,9.713,23747.53,1,Posted
06/02/2025,ASM015767,Bill of Materials,AC-B8BK,BAG,440,12.751,5610.44,2,Posted
06/03/2025,ASM015769,Bill of Materials,A-61012,BOX,575,11.977,6886.77,1,Posted
06/03/2025,ASM015776,Bill of Materials,A-61243,BOX,3620,8.021,29036.13,IF,Posted
06/03/2025,ASM015777,Bill of Materials,A-61243,BOX,700,7.997,5597.9,IF,Posted
06/03/2025,ASM015778,Bill of Materials,AC-B6SLJ,BAG,235,22.682,5330.33,3,Posted
06/09/2025,ASM015780,Bill of Materials,T-32224,CASE,2628,13.731,36086.29,2,Posted
06/12/2025,ASM015786,Bill of Materials,A-61260N,BOX,2880,10.063,28981.17,1,Posted
06/26/2025,ASM015791,Bill of Materials,F-04220,CASE,4675,8.816,41215.44,2,Posted
06/26/2025,ASM015791,Bill of Materials,F-04211,EACH,-112200,0.29,32566.69,2,Posted
06/10/2025,ASM015792,Bill of Materials,A-61012,BOX,3017,11.973,36122.83,1,Posted
06/10/2025,ASM015801,Bill of Materials,AC-B6SLJ,BAG,-220,22.682,4990.04,3,Posted
06/10/2025,ASM015806,Bill of Materials,A-61260N,BOX,360,9.692,3489.12,3,Posted
06/13/2025,ASM015807,Bill of Materials,A-61220,BOX,960,3.573,3430.08,3,Posted
06/16/2025,ASM015811,Bill of Materials,A-61220,BOX,800,3.573,2858.4,3,Posted
06/13/2025,ASM015812,Bill of Materials,A-61012,BOX,1440,11.987,17261.63,2,Posted
06/19/2025,ASM015817,Bill of Materials,A-61260N,BOX,2170,10.071,21853.9,1,Posted
06/23/2025,ASM015823,Bill of Materials,A-61012,BOX,2185,12.048,26324.87,2,Posted
06/25/2025,ASM015826,Bill of Materials,A-61220,BOX,3840,3.587,13775.82,3,Posted
06/24/2025,ASM015828,Bill of Materials,A-61260N,BOX,3532,10.052,35503.66,1,Posted
06/25/2025,ASM015829,Bill of Materials,AC-B16BK,BAG,300,21.858,6557.4,3,Posted
06/27/2025,ASM015838,Bill of Materials,A-61220,BOX,960,3.573,3430.08,3,Posted
06/30/2025,ASM015843,Bill of Materials,A-61220,BOX,4800,3.593,17246.4,1,Posted
07/01/2025,ASM015845,Bill of Materials,AC-B8BK,BAG,1000,12.488,12487.98,3,Posted
07/07/2025,ASM015847,Bill of Materials,AC-B4BK,BAG,282,6.489,1829.76,3,Posted
07/07/2025,ASM015849,Bill of Materials,AC-B16BK,BAG,440,20.718,9115.92,3,Posted
07/01/2025,ASM015851,Bill of Materials,AC-B6SLJ,BAG,480,22.917,11000,1,Posted
07/02/2025,ASM015854,Bill of Materials,A-61012,BOX,1800,11.897,21414.6,1,Posted
07/07/2025,ASM015860,Bill of Materials,A-61243,BOX,220,7.997,1759.34,IF,Posted
07/07/2025,ASM015861,Bill of Materials,A-61243,BOX,1260,8.026,10113.26,IF,Posted
07/07/2025,ASM015862,Bill of Materials,A-61012,BOX,1304,11.897,15513.69,1,Posted
07/07/2025,ASM015863,Bill of Materials,A-61260N,BOX,3960,10.73,42490.8,IF,Posted
07/18/2025,ASM015864,Bill of Materials,T-32224,CASE,5199,13.934,72442.26,2,Posted
07/23/2025,ASM015866,Bill of Materials,F-04220,CASE,3105,8.536,26504.28,2,Posted
07/23/2025,ASM015866,Bill of Materials,F-04211,EACH,-74520,0.289,21536.28,2,Posted
07/17/2025,ASM015870,Bill of Materials,A-61260N,BOX,3600,10.73,38628,IF,Posted
07/08/2025,ASM015871,Bill of Materials,A-61260N,BOX,2160,10.746,23211.9,IF,Posted
07/11/2025,ASM015875,Bill of Materials,A-61012,BOX,3105,11.933,37052.11,1,Posted
07/11/2025,ASM015876,Bill of Materials,F-04220,CASE,1575,9.05,14253.75,L,Posted
07/11/2025,ASM015876,Bill of Materials,F-04211,EACH,-37800,0.295,11151,L,Posted
07/16/2025,ASM015887,Bill of Materials,AC-B8BK,BAG,560,12.751,7140.56,2,Posted
07/21/2025,ASM015898,Bill of Materials,T-32224,CASE,2304,13.278,30592.51,L,Posted
07/22/2025,ASM015902,Bill of Materials,A-61220,BOX,5760,3.617,20831.82,1,Posted
07/23/2025,ASM015905,Bill of Materials,A-61220,BOX,1560,3.573,5573.88,3,Posted
07/24/2025,ASM015908,Bill of Materials,A-61220,BOX,6130,3.618,22177.51,1,Posted
08/21/2025,ASM015911,Bill of Materials,T-32224,CASE,5218,13.585,70884.77,2,Posted
08/01/2025,ASM015912,Bill of Materials,A-61220,BOX,2268,3.614,8197.33,1,Posted
07/28/2025,ASM015913,Bill of Materials,AC-B8BK,BAG,1190,12.751,15173.69,2,Posted
08/06/2025,ASM015917,Bill of Materials,AC-B9SLE,BAG,4000,25.357,101427.18,1,Posted
07/29/2025,ASM015918,Bill of Materials,AC-B4BK,BAG,1190,8.319,9900.15,2,Posted
08/04/2025,ASM015920,Bill of Materials,A-61260N,BOX,360,10.742,3867.12,IF,Posted
07/25/2025,ASM015922,Bill of Materials,A-61260N,BOX,720,10.012,7208.64,3,Posted
07/30/2025,ASM015927,Bill of Materials,A-61280,BAG,5760,11.998,69106.17,U,Posted
08/04/2025,ASM015928,Bill of Materials,A-61243,BOX,5760,7.894,45472.15,IF,Posted
08/04/2025,ASM015931,Bill of Materials,A-61012,BOX,3100,11.952,37049.75,1,Posted
08/06/2025,ASM015934,Bill of Materials,AC-B9SL,BAG,9894,25.285,250171.61,U,Posted
08/06/2025,ASM015935,Bill of Materials,AC-B4BK,BAG,4080,6.876,28054.08,3,Posted
08/06/2025,ASM015936,Bill of Materials,AC-B16BK,BAG,1275,22.14,28228.52,3,Posted
08/18/2025,ASM015939,Bill of Materials,AC-B6SLJ,BAG,240,23.435,5624.47,1,Posted
08/08/2025,ASM015945,Bill of Materials,F-04220,CASE,1062,8.065,8565.03,L,Posted
08/08/2025,ASM015945,Bill of Materials,F-04211,EACH,-25488,0.287,7315.06,L,Posted
08/08/2025,ASM015948,Bill of Materials,AC-B3SLJ,BAG,300,13.543,4063.02,3,Posted
08/13/2025,ASM015950,Bill of Materials,AC-B8BK,BAG,500,12.626,6313,3,Posted
08/15/2025,ASM015959,Bill of Materials,T-32224,CASE,2280,13.371,30486.51,L,Posted
09/10/2025,ASM015961,Bill of Materials,F-04220,CASE,3096,8.55,26470.67,2,Posted
09/10/2025,ASM015961,Bill of Materials,F-04211,EACH,-74304,0.29,21517.07,2,Posted
08/20/2025,ASM015963,Bill of Materials,AC-B16BK,BAG,400,25.03,10012,1,Posted
08/20/2025,ASM015965,Bill of Materials,A-61243,BOX,3840,7.921,30414.86,IF,Posted
08/22/2025,ASM015968,Bill of Materials,AC-B16BK,BAG,400,25.03,10012,1,Posted
08/26/2025,ASM015971,Bill of Materials,A-61260N,BOX,2850,10.134,28882.9,1,Posted
08/25/2025,ASM015975,Bill of Materials,A-61243,BOX,267,7.917,2113.84,IF,Posted
08/25/2025,ASM015977,Bill of Materials,A-61260N,BOX,2250,10.751,24188.83,IF,Posted
08/25/2025,ASM015978,Bill of Materials,A-61260N,BOX,2790,10.758,30014.82,IF,Posted
08/25/2025,ASM015983,Bill of Materials,AC-B16BK,BAG,300,22.268,6680.4,3,Posted
08/25/2025,ASM015985,Bill of Materials,AC-B8BK,BAG,250,12.626,3156.5,3,Posted
08/26/2025,ASM015987,Bill of Materials,AC-B9SL,BAG,20509,25.003,512782.06,U,Posted
11/03/2025,ASM015992,Bill of Materials,A-61260N,BOX,50,10.451,522.54,1,Posted
09/03/2025,ASM015993,Bill of Materials,A-61260N,BOX,1080,10.824,11689.64,IF,Posted
09/03/2025,ASM015994,Bill of Materials,A-61260N,BOX,3936,10.794,42485.16,IF,Posted
09/08/2025,ASM016001,Bill of Materials,AC-B3SLJ,BAG,240,14.286,3428.66,1,Posted
09/02/2025,ASM016005,Bill of Materials,AC-B16BK,BAG,1000,22.268,22268,3,Posted
09/10/2025,ASM016007,Bill of Materials,T-32224,CASE,2268,13.917,31564.15,L,Posted
09/24/2025,ASM016008,Bill of Materials,T-32224,CASE,5236,14.647,76691.69,2,Posted
09/11/2025,ASM016010,Bill of Materials,AC-B8BK,BAG,800,13.664,10931.2,1,Posted
09/09/2025,ASM016015,Bill of Materials,AC-B3SLJ,BAG,120,13.531,1623.73,3,Posted
09/10/2025,ASM016021,Bill of Materials,F-04220,CASE,1071,7.993,8560.51,L,Posted
09/10/2025,ASM016021,Bill of Materials,F-04211,EACH,-25704,0.284,7299.94,L,Posted
09/11/2025,ASM016025,Bill of Materials,A-61012,BOX,1080,12.106,13074.91,1,Posted
09/17/2025,ASM016028,Bill of Materials,AC-B4BK,BAG,1445,7.014,10135.72,3,Posted
09/17/2025,ASM016031,Bill of Materials,AC-B16BK,BAG,1550,25.028,38793.4,3,Posted
09/16/2025,ASM016038,Bill of Materials,AC-B16BK,BAG,476,29.263,13929.19,2,Posted
09/19/2025,ASM016053,Bill of Materials,A-61280,BAG,7202,11.998,86406.73,U,Posted
09/23/2025,ASM016057,Bill of Materials,AC-B8BK,BAG,500,14.006,7003,3,Posted
09/26/2025,ASM016059,Bill of Materials,AC-B4BK,BAG,1360,7.566,10289.77,3,Posted
09/26/2025,ASM016072,Bill of Materials,A-61260N,BOX,7920,10.878,86155.69,IF,Posted
10/07/2025,ASM016073,Bill of Materials,AC-B3SLJ,BAG,240,13.484,3236.06,1,Posted
10/14/2025,ASM016074,Bill of Materials,F-04220,CASE,3371,8.901,30005.96,2,Posted
10/14/2025,ASM016074,Bill of Materials,F-04211,EACH,-80904,0.304,24612.36,2,Posted
10/01/2025,ASM016079,Bill of Materials,AC-B16BK,BAG,500,25.028,12514,3,Posted
10/02/2025,ASM016081,Bill of Materials,AC-B9SL,BAG,14050,25.098,352632.02,U,Posted
10/08/2025,ASM016083,Bill of Materials,AC-B3SLJ,BAG,240,13.396,3215.09,1,Posted
10/07/2025,ASM016084,Bill of Materials,AC-B8BK,BAG,500,14.006,7003,3,Posted
10/07/2025,ASM016086,Bill of Materials,A-61260N,BOX,3960,10.462,41429.53,IF,Posted
10/08/2025,ASM016087,Bill of Materials,AC-B9SL,BAG,10139,24.665,250078.44,U,Posted
10/07/2025,ASM016088,Bill of Materials,A-61260N,BOX,1800,10.938,19688.98,IF,Posted
10/10/2025,ASM016090,Bill of Materials,AC-B3SLJ,BAG,240,13.396,3215.1,1,Posted
10/13/2025,ASM016093,Bill of Materials,AC-B6SLJ,BAG,240,22.663,5439.06,1,Posted
10/10/2025,ASM016095,Bill of Materials,AC-B9SL,BAG,6214,25.968,161365.75,U,Posted
10/15/2025,ASM016096,Bill of Materials,AC-B6SLJ,BAG,240,22.893,5494.23,1,Posted
10/15/2025,ASM016097,Bill of Materials,A-61243,BOX,5473,7.275,39814.51,1,Posted
10/14/2025,ASM016099,Bill of Materials,A-61260N,BOX,5400,10.476,56571.74,IF,Posted
10/14/2025,ASM016107,Bill of Materials,AC-B3SLJ,BAG,240,13.549,3251.64,1,Posted
10/15/2025,ASM016112,Bill of Materials,AC-B16BK,BAG,1500,24.891,37336.75,3,Posted
10/16/2025,ASM016115,Bill of Materials,AC-B9SL,BAG,12800,26.772,342680.65,U,Posted
10/21/2025,ASM016116,Bill of Materials,A-61260N,BOX,2880,10.462,30130.56,IF,Posted
10/14/2025,ASM016118,Bill of Materials,AC-B3SLJ,BAG,240,13.549,3251.65,1,Posted
10/20/2025,ASM016129,Bill of Materials,AC-B4BK,BAG,1020,7.395,7543.23,3,Posted
10/14/2025,ASM016131,Bill of Materials,A-61260N,BOX,135,11.298,1525.27,IF,Posted
10/14/2025,ASM016132,Bill of Materials,A-61260N,BOX,585,10.462,6120.27,IF,Posted
10/30/2025,ASM016135,Bill of Materials,AC-B9SL,BAG,17603,26.255,462161.37,U,Posted
10/23/2025,ASM016139,Bill of Materials,A-61012,BOX,220,11.979,2635.38,1,Posted
10/27/2025,ASM016142,Bill of Materials,AC-B3SLJ,BAG,576,14.421,8306.41,1,Posted
10/30/2025,ASM016149,Bill of Materials,A-61243,BOX,1806,7.277,13142.68,1,Posted
10/30/2025,ASM016155,Bill of Materials,AC-B9SL,BAG,11922,21.597,257476.37,U,Posted
11/06/2025,ASM016167,Bill of Materials,AC-B6SLJ,BAG,240,24.707,5929.56,1,Posted
11/06/2025,ASM016169,Bill of Materials,A-61260N,BOX,1800,9.618,17312.4,1,Posted
11/06/2025,ASM016171,Bill of Materials,AC-B8BK,BAG,800,9.734,7787.2,1,Posted
11/05/2025,ASM016175,Bill of Materials,AC-B8BK,BAG,1100,13.633,14996.58,3,Posted
11/04/2025,ASM016177,Bill of Materials,F-04220,CASE,795,7.829,6224.06,L,Posted
11/04/2025,ASM016177,Bill of Materials,F-04211,EACH,-19080,0.283,5399.64,L,Posted
11/10/2025,ASM016179,Bill of Materials,AC-B6SLJ,BAG,240,24.631,5911.45,1,Posted
11/10/2025,ASM016180,Bill of Materials,AC-B8BK,BAG,800,9.734,7787.2,1,Posted
11/06/2025,ASM016182,Bill of Materials,A-61280,BAG,7201,11.988,86327.45,U,Posted
11/08/2025,ASM016189,Bill of Materials,AC-B8BK,BAG,354,9.734,3445.84,1,Posted
11/10/2025,ASM016192,Bill of Materials,A-61260N,BOX,1671,9.647,16120.75,1,Posted
11/13/2025,ASM016194,Bill of Materials,AC-B6SLJ,BAG,240,24.542,5889.96,1,Posted
11/13/2025,ASM016198,Bill of Materials,AC-B4BK,BAG,4080,7.361,30031.67,3,Posted
11/18/2025,ASM016201,Bill of Materials,AC-B6SLJ,BAG,240,24.542,5889.96,1,Posted
11/14/2025,ASM016203,Bill of Materials,A-61012,BOX,2520,11.992,30220.19,1,Posted
11/14/2025,ASM016204,Bill of Materials,AC-B9SL,BAG,23299,23.121,538703.71,U,Posted
11/15/2025,ASM016205,Bill of Materials,AC-B16BK,BAG,400,16.481,6592.4,1,Posted
11/20/2025,ASM016215,Bill of Materials,AC-B6SLJ,BAG,240,24.542,5889.96,1,Posted
12/17/2025,ASM016216,Bill of Materials,F-04220,CASE,1071,7.836,8392.64,L,Posted
12/17/2025,ASM016216,Bill of Materials,F-04211,EACH,-25704,0.283,7282.01,L,Posted
12/05/2025,ASM016218,Bill of Materials,F-04220,CASE,3095,8.904,27557.82,2,Posted
12/05/2025,ASM016218,Bill of Materials,F-04211,EACH,-74280,0.304,22605.82,2,Posted
11/20/2025,ASM016225,Bill of Materials,AC-B4BK,BAG,1190,7.394,8798.27,2,Posted
11/22/2025,ASM016226,Bill of Materials,AC-B6SLJ,BAG,240,24.123,5789.54,1,Posted
11/25/2025,ASM016228,Bill of Materials,AC-B8BK,BAG,800,9.734,7787.2,1,Posted
11/20/2025,ASM016229,Bill of Materials,AC-B9SL,BAG,15182,24.625,373856.48,U,Posted
11/21/2025,ASM016230,Bill of Materials,A-61012,BOX,1041,11.979,12470.14,1,Posted
11/26/2025,ASM016231,Bill of Materials,AC-B6SLJ,BAG,240,23.955,5749.08,1,Posted
11/24/2025,ASM016232,Bill of Materials,A-61243,BOX,870,8.25,7177.5,1,Posted
11/24/2025,ASM016235,Bill of Materials,AC-B9SLE,BAG,800,22.51,18008,1,Posted
11/28/2025,ASM016239,Bill of Materials,AC-B16BK,BAG,400,16.481,6592.31,1,Posted
11/28/2025,ASM016240,Bill of Materials,AC-B8BK,BAG,800,9.732,7785.6,1,Posted
12/01/2025,ASM016247,Bill of Materials,AC-B16BK,BAG,450,24.003,10801.35,3,Posted
11/26/2025,ASM016248,Bill of Materials,AC-B16BK,BAG,1200,24.191,29029.65,3,Posted
11/28/2025,ASM016254,Bill of Materials,A-61243,BOX,3240,8.49,27506.4,1,Posted
12/01/2025,ASM016255,Bill of Materials,AC-B8BK,BAG,750,9.732,7299,1,Posted
12/01/2025,ASM016256,Bill of Materials,AC-B6SLJ,BAG,180,23.955,4311.81,1,Posted
12/04/2025,ASM016262,Bill of Materials,A-61260N,BOX,2520,10.463,26367.46,1,Posted
12/05/2025,ASM016264,Bill of Materials,AC-B9SL,BAG,8007,23.106,185012.8,U,Posted
12/04/2025,ASM016266,Bill of Materials,AC-B8BK,BAG,500,13.494,6747,3,Posted
12/09/2025,ASM016276,Bill of Materials,A-61243,BOX,2880,8.53,24565.71,1,Posted
12/10/2025,ASM016279,Bill of Materials,AC-B8BK,BAG,700,13.494,9445.8,3,Posted
12/12/2025,ASM016284,Bill of Materials,A-61243,BOX,2400,8.49,20376,1,Posted
12/15/2025,ASM016285,Bill of Materials,AC-B8BK,BAG,400,13.494,5397.6,3,Posted
12/12/2025,ASM016288,Bill of Materials,AC-B9SL,BAG,10780,22.751,245253.69,U,Posted
12/22/2025,ASM016292,Bill of Materials,A-61260N,BOX,2520,11.662,29388.25,IF,Posted
12/17/2025,ASM016293,Bill of Materials,AC-B4BK,BAG,1020,7.348,7494.45,3,Posted
12/23/2025,ASM016294,Bill of Materials,A-61243,BOX,2443,8.539,20861.23,1,Posted
12/24/2025,ASM016302,Bill of Materials,AC-B3SLJ,BAG,240,14.043,3370.28,1,Posted
12/19/2025,ASM016303,Bill of Materials,AC-B9SL,BAG,12300,23.878,293694.09,U,Posted
12/22/2025,ASM016304,Bill of Materials,F-04220,CASE,19,9,171,1,Posted
12/22/2025,ASM016304,Bill of Materials,F-04211,EACH,-456,0.295,134.52,1,Posted
12/23/2025,ASM016307,Bill of Materials,AC-B4BK,BAG,2720,7.348,19985.2,3,Posted
12/22/2025,ASM016308,Bill of Materials,A-61260N,BOX,2520,11.701,29485.63,IF,Posted
12/30/2025,ASM016314,Bill of Materials,AC-B3SLJ,BAG,240,14.357,3445.72,1,Posted
12/29/2025,ASM016319,Bill of Materials,AC-B16BK,BAG,800,22.039,17631.2,1,Posted
12/29/2025,ASM016321,Bill of Materials,A-61260N,BOX,630,11.671,7352.73,IF,Posted
12/29/2025,ASM016322,Bill of Materials,A-61260N,BOX,1815,11.671,21182.87,IF,Posted
12/30/2025,ASM016324,Bill of Materials,A-61012,BOX,720,11.979,8624.88,1,Posted
12/29/2025,ASM016329,Bill of Materials,A-61280,BAG,2880,12.75,36720.76,U,Posted
12/31/2025,ASM016333,Bill of Materials,A-61280,BAG,2881,12.753,36741.15,U,Posted
12/31/2025,ASM016337,Bill of Materials,AC-B9SL,BAG,7380,17.662,130345.59,U,Posted
12/31/2025,ASM016339,Bill of Materials,A-61012,BOX,720,12.013,8649.3,1,Posted
